summonerName,overallScore,totalGamesPlayed
Bloody VaIentine,49.6290176,5
CASHCASHCARTI V,21.14180267,5
Addle,52.07937581,9
Xiáo xin nv rén,74.31355132,3
Challenger Nami,85.69760796,1
Ryzeini,41.68497101,1
Indercarnive,19.38572429,2
Huge Top Gapp,25.95893962,1
Metalrichdog,107.3615172,2
Birby Bun,34.05508947,1
Camsalamb,49.82686622,2
DarganBradlock,109.871484,2
AKM Cutie,26.57781917,1
Trevor Roy,49.84318037,4
Ziad,40.68618868,5
Dwìght Schrute,18.3196281,1
Bloxipus,61.80619333,26
Dry Liquid,61.72866956,1
ninjastarcrazy,44.98375147,2
Rocktank10,81.3809201,1
The Button,114.1310561,2
King Jebus,66.98160695,1
Die for Kills,65.04076193,4
SpIKEDace,20.4248954,2
Maile,71.38878963,2
Pascho,33.93470045,3
Mariocool4,51.33047414,4
2Studly4You,46.47381314,1
diamondjade,20.16317215,1
Zuesie,18.40623311,1
Philia,67.5082635,1
lollip0o0p,17.92473853,1
burning,15.56300266,1
DABOMB76,10.18797414,1
Sexiest Beast,15.78535127,2
StrangerToLife,34.84954757,3
hi im mapple OuO,55.35026789,1
Holyfk fanboy,52.53660205,7
WoChaoShuaiDer,57.50887182,7
imstilllovingyou,35.11851774,7
Small Ai,36.91420102,7
wRlMartin,25.78878859,4
Divine Sword Ire,13.74165137,1
Masudayuki,18.9574064,2
McLychee,21.07420208,2
Uptempo,41.75974079,7
I Laplace I,8.373180053,1
75 0308NTH,59.04311948,1
75 Asi3,68.26254569,1
75 Dont Give A F,65.42288621,1
75 Yørdle ,116.8857532,2
Fei A,15.7439021,2
Horseee,15.96887191,1
l cdy l,21.72993386,1
jFyEarl,54.70312759,9
Fan Kun,63.17049591,4
ˆˇˆˇˆˇˆˆ,53.92531433,4
Emma23333,25.35258828,1
AllenAndrew,75.67991948,1
Conceited POS,90.93712446,2
LILGAYINT,129.3630854,1
guyuli,7.969200493,2
Blue Nostalgia,31.75485893,12
zzzhi,21.18654817,1
Męllow,20.04901734,1
12ea1,20.58701215,2
Yeet Ganks,18.46236428,1
Morthos,22.80816677,1
Herson,59.74882649,11
DeaMercy,61.24441505,1
WX mg20020326,42.84064206,1
Lifelooksgreat,31.78659873,2
QûQ,38.72536763,1
MaverickBob,23.09909637,1
Support PvPs,30.49907906,2
momo mao,5.038994553,1
Deers Son,9.439306283,1
Thresh Jungler,9.85028634,1
M FINEST PLAYER,30.14318004,1
Anotoki,26.73419093,1
Ice creamsteven,40.03731951,1
CheesusRice,57.35738095,2
Sine2,26.5935776,1
Taymind,65.87358089,1
Liã,16.85720409,1
Shame Wine Ÿear,32.41326493,3
Łycc,19.35357808,1
HŠY,29.29081304,2
LittleBlueberry,19.93475894,1
QuantumElement,37.05184105,1
O N,59.63248654,5
Long Kai Duan,27.23034909,1
Layer123,41.67972028,1
lolitsSTALIN,19.74428622,1
Best Of You,40.24452981,8
Huyel,15.39384047,1
HiDe on ZHy,18.27771351,2
Koolradz,42.60016985,7
Doo Yu Even Lift,39.42306972,4
Slim Davey,25.77915127,3
Topsters,58.43112836,4
Eyes On Fire RMX,39.18607743,2
Serendipity 213,47.61208835,1
YUTAQI,46.58906421,1
Artemisiaaa,38.20368524,1
ChuDong,64.59896934,1
4lan,63.05372446,2
A Yellow Bee,40.89434726,4
Oooper,179.2942993,1
Hesper so good,173.920517,1
Paktari,72.61574188,1
llllIIIlIIllIIl,90.61559557,1
Mr Curiosity,84.91343401,1
Triggër,74.33720485,4
Iggbo,106.6654096,3
CIancy,66.8841352,4
exaltery,81.96766332,4
Wapirocha,26.66143175,2
Prince AD,57.5922144,6
Chulmander,46.74417081,1
NaeNuGoonJiAhNi,22.67703121,2
Ðunamis,43.49770546,2
Ëvëlynn,52.66977268,2
MU Dead Calm,101.5850427,2
Antiqua,94.54599463,1
Zip The Zap,81.91958376,1
Raxu,76.44709032,1
Hi Im Mas,86.11071953,1
MaitreDesGraines,88.11051974,1
Katerbeck,85.28468618,1
SkoomaAnonymous,37.80021629,1
Yooster,55.47187349,1
FER Miracle,18.54171803,1
NinjaHogg,61.51986879,4
away today,64.35340895,6
Photato,75.6561769,8
demon laner,39.96030437,1
Snickering,47.21260193,5
Hiro,63.99168027,1
T1 Niglet,57.36675227,3
bunny hypno,5.431612106,1
Jun,40.1369781,2
Hi Im Yisus,35.26346062,3
NO CAP JG GAP,57.7087792,1
Amar Int,16.19675682,1
Marada,79.50783401,12
R1 Donavi,11.20818937,1
CR Mamison,45.95295457,18
MUSAT Lee Geun,8.954040618,1
CR Crescendo,17.53348969,2
CR Quad,93.35064086,3
Incongruity,28.79277537,1
Myoui,33.71096652,4
Clé de Peau,63.84694484,1
ad1,165.9092072,1
Ninë Fôur,85.1659794,1
Dexip,43.76100112,1
1 2 9 18,22.37195631,2
Six Weeks Fall,49.19005082,1
SenseiTurtle,28.23412823,1
Pobilla,47.42011524,9
Kaname,30.65684792,2
Onjomau,34.65448424,1
GalaXieX,64.92015646,4
Zxyc,90.48082517,5
SouIless,79.68395211,1
Spaceglider,98.1061075,2
Blıss,36.63700014,1
Appo3o,115.3368744,1
im oo hi,68.69278472,2
lubricate,51.64619968,4
Goonture,25.89684111,1
Darmohr,24.12310284,3
DJKUSH,14.849611,1
cdogdagamer,10.60946295,1
BetterSuppWinBot,49.42747859,2
WX L9 EloSIut,42.98509727,2
Improving Mental,45.69000258,7
Kokinen,67.4032163,2
kebùkeyi,86.45687302,1
Rui Xiao Cao,62.74574475,1
Smèb,58.89368261,3
Swag and Madou,21.57977448,1
Yuki Top ,16.57277795,1
the kaMba,83.63137715,13
ToOldWorld,112.0732384,2
Trickybrain,72.50645516,1
CR Miryu,52.69999748,2
Áce of Blades,24.2725827,2
Li Bai,4.347620022,1
XD BETTER DX,52.13194446,2
An Irony,105.7260418,2
penzeer2,50.44864188,1
Tinkerd,68.23034816,2
Mrs Mighty Bacon,18.28647008,1
Fonty,19.48746425,1
Sumptuous Dream,62.53535688,3
Aodren,70.68119785,15
King of the Hill,63.8102145,7
poopri,72.57549046,3
zi9,104.4605211,4
BillyBoss1,70.89064688,5
CR Jamnie,58.67554134,1
CR S1mple,50.85347466,3
lai zhonglu,46.68414566,2
Rèktful,102.8676903,1
Chu nán,106.2030173,1
Skippy Shadow,38.59840231,8
venkon,54.13435613,1
Low,79.28032045,2
SoloLaning,120.4456268,3
SpaceMine,51.98751651,2
pimdk,106.0583029,1
Horo with Spice,90.98381106,1
BetterWhenBaked,24.04519128,1
TTEE,59.20509835,6
Gen Wakabayashi ,59.08446116,2
Cô Giáo,43.62598524,1
Anh Da Ðen,113.3523159,2
RinaZ,57.78771222,2
Dat Nguyen,66.91157339,1
PaKu4zu,84.88447846,2
icyapusi,59.95120676,2
Flash For Kill,63.68611321,5
Piqueos ,55.21904679,8
sorry bot gap,45.88175834,2
Baeros,39.85770117,2
tofumanoftruth,80.23772605,2
Luvee,13.94482771,1
Renektoroni,22.11993068,1
na ruIer,130.0662717,1
smittenkitten,54.42279536,5
WhiteUranium,73.64867116,1
Scheckelstud,57.47088933,6
Im Thisapear,49.44166596,1
WWWWWWWWWWWWANG,52.31119577,2
Silver Frog,59.3982073,3
10k hours,50.49754599,2
M Mayoyo,67.95599995,1
HBDD,59.25646548,3
Engradee,30.45214476,1
cocodashi,12.87002885,1
Aggressíon,9.187500474,1
Breezyyy1,59.49000092,3
bolls,65.90872586,6
BlueZi,54.39364055,7
C9 Tempos,31.54140188,3
NA is done ,43.16763313,3
cuoi len cho dui,35.61311784,3
Cephei,58.96936132,2
Quetz,50.80534174,2
BURN THE CHULBI,32.6345518,7
Fnz Dunk,40.01393692,6
Irregular,15.6897164,1
Antaryu,30.34984803,1
Viseroi,15.40727691,1
SoCiAls,20.08064837,1
Mika Bakå,3.722341601,1
Dryxx,41.37550432,1
LeChrist,59.11758648,1
BloodMood,27.34523101,1
omg katt,35.18580785,1
Cheng zilin,66.14538237,1
Huya TV Ashe,69.53472223,1
NAGangQinJia,53.15901536,1
Yi with Caliburn,9.325402657,1
FatedTris,18.23702126,1
Kirbu,71.91543821,1
DRX Kanav1,40.55971153,3
CR Clap,37.52253864,1
Shirrald,161.502598,2
bread Pig,45.53388432,1
YoungEmpires,52.06368213,3
Acknowledge,42.31577591,3
Grandpa of Rage,21.51621066,1
Matthew Tracz,48.34483672,7
Twikipedia,43.43089894,2
rull,76.12990553,2
Liquid LiQuiD112,66.15717336,9
Reform3d 2,28.33544614,1
sexyCman,43.64243869,4
ƒóe,41.17382437,1
CR Rama,130.8713216,1
jotgandoogE,49.33741193,2
CR JukeyLove,60.27356146,2
Jadë,56.21031615,2
FaNeffex,96.08360654,3
CR BBageo,39.95943557,1
kounia manmanw,43.32130902,3
Reignited,19.32411979,2
celsius heat,53.17236574,4
2085 Dr Tran,59.65218501,2
Blacktherabbit,51.6634218,1
dane6,43.24721408,1
Tham,63.06280947,2
UF Rice,72.09350402,1
UF DOG,26.98478415,2
kaiskz,69.47330189,1
peachy,81.18683358,1
Mikon Tamamo,28.27644096,1
Monike,18.69592659,1
Itaewon Class,42.55330295,3
Nx Yýes,13.29761332,1
1 Trick NoRu,42.0722284,2
100 Aircrafts,12.44688913,1
Kitachi,13.0327672,3
Drake Ramoray,15.15542366,1
quest hodgson,74.29765631,2
TL Croissant,58.53412076,3
Momo Sakura,110.7957816,1
BaiGeiXiaoWangZi,7.993837525,1
showMMA,18.95424037,1
Basilikos,48.73608341,5
itsJaysus,51.72514707,5
jchau sux peepee,3.821392036,1
Suskea,46.4281777,5
ANewSummonerName,47.23566813,5
Zuxe,59.96247618,4
vetement socks,83.72991374,5
RacheStar,13.4999177,2
prestoman,65.78198966,1
Łukê,74.49159138,1
rocketman7249,142.4931689,1
Ultra25,56.23363002,3
Rezide,55.00575945,3
FinalCloud49,76.17324526,2
 Meow XiaoKeAi,38.82997398,1
PornHuber,25.63862275,1
Yõshi,106.8667327,1
WX HERD VD,60.48319176,12
wù tang,28.59433043,2
CA4LA,19.72822481,1
Skeeee,16.93004461,1
Kousei,60.67123223,2
KazumaTanaka,56.95396758,3
batsoupz,56.74880794,2
sasuke 2015,50.29690575,7
Zawale,50.58965058,2
REC,41.26672531,3
johnnyjoestar1,94.14437438,6
swordd fans,3.629767185,1
MI HO TEL,69.53543183,2
BiaBIa,61.49252051,1
Ur Why Dad Left,60.59684081,2
EEEEricG,106.4763909,2
DUMDi DUMDi,102.360508,3
BethThePanda,40.45840174,2
Cygnx,102.6108134,1
2000521,118.653021,1
Midnights Sun,66.99597342,1
S0rlyMaker,80.19254173,1
Instalock Singed,43.27776045,1
Dylaan,25.04275142,1
leunah,19.13355982,1
Wrong Wong,70.53278736,1
QuinnAD v2,35.41849029,5
GodlyHana,8.511507198,1
Nchen,23.67508252,7
TheOnlyHecky,11.17498694,1
Bot And Sup,54.61898836,2
Sweet Gummy,29.82406956,1
Bearlington,35.21739278,1
Mua Honey,46.76467851,1
nightake,29.77226435,1
Nuñez,52.69258908,1
cute fat b0y,91.69147426,1
spyshrimp123,60.27101362,2
IQ200 Player,101.7888518,2
Sheva,91.11288266,1
iJeeNius,48.20234818,5
Tadooody ,34.97982303,1
NA Faker,19.47393725,1
Imprint,15.87562336,1
PualLIN NICE,33.28537203,2
xxxCCAxxx,19.85141143,2
red cent,17.80429729,1
Yasçuo,21.42538236,1
Lemon C,32.89264953,2
Osteone,59.56658768,2
Hunky524,22.06674616,1
Whisel,11.33725649,1
Big Papa Peel,10.86322421,1
Bigbtiger,8.767738478,1
łHaram,35.10696893,4
wardˉ,33.44624223,5
Jue Violé Grâce,32.6644085,2
atspot,68.39834128,2
IJFH,30.34687851,2
Avalanna,75.95027229,2
Camara,7.464527739,1
Blessings Trail,15.18656193,1
bravestbrave,15.50830885,1
Tanawit,17.5471344,1
Syrma,28.69621294,2
Queen öf Poros,34.42567946,1
Night The Senpai,35.45894292,2
DaiDai DM Fan,42.10824601,1
Mínju,84.32022363,2
llDNAll,72.08366077,4
Stev3nM,52.11092341,12
Kąkuzu,64.2778469,4
Cøwer,8.682130256,1
Gifting,59.7581668,5
Rangerzzz,125.8151115,3
Get N Or Get Out,37.77939624,6
stop feeling,42.23304132,8
mabıgan,70.23773695,1
Soy tu fan,41.11420404,3
riobeuxdm,11.09961117,1
Pinkwardwarrior,39.27190492,3
KingNoser,37.56408642,6
PlayerRC,70.81923294,2
o PangHu o,13.76108948,2
Teamates Barking,52.94084454,9
Optimistic Ego,64.32940881,1
x Hide 0n Bush x,62.15862916,8
Lobster Lo,39.96867993,4
I am no Jedi,41.79639471,5
Chao ren zhen,63.41987437,2
supisbalanced,84.04358764,4
Vladimir Trumpet,79.97483261,1
Broseph Stylin,89.83049416,1
DuckYouChat,99.73091801,1
Hephep11,71.79006776,1
BlG WlLLY,92.04851619,1
Gawr Tim,68.14265245,1
Babelphish,101.0727282,1
Dv8FromTheWorld,67.19412068,1
SheMyCandy,72.97007305,3
Brocke,27.92724915,1
andilard,26.75731453,1
captainsugma,53.22368211,1
Kal Pal,31.00541198,1
Lévi,35.24299965,1
THICCarim,74.78402921,2
Gizmo Black,91.92891643,1
iG C00KIE,59.23337846,1
Malcosmor,27.64307349,1
Jaasiel Darda,75.80338774,1
TacoGato,21.76950327,1
purplepowerpete,28.39979399,1
Rainstorms,48.15015981,1
loveworm,59.27917847,1
Ben Schmitz,98.50974201,1
HerbertjKnEi,38.32246829,2
730627,56.04890198,1
C9 Fudge 1 NA,39.20920847,6
Great Kîng,65.91424532,1
ImZoeWhatsUrName,75.67181565,4
Bye US,22.28031991,1
Hayai SingedSama,53.30553472,4
K10,56.97057423,2
Rukias,65.87183682,13
OTE Sage,39.43192205,4
awfe3,73.12621393,11
doinbfan,53.45991701,4
4V0X1N,32.81286794,4
hateIess,45.75960953,2
Nxgn,24.98019122,1
10vE Camille,39.85567385,10
Dongeritis,46.56540815,5
Artoria,46.79181764,4
Cephalo,45.9347284,5
ÇøñtrøllêdÇhåøs,32.73846802,5
NP5 Space Ishtar,75.72559731,1
Essvo,64.1294861,11
Wińgs,55.14582305,8
Pch,76.2347636,3
bão zi,117.3904664,2
Silver Support,49.31323651,3
douchabuduo,20.74026693,3
Kdramaˉ,86.05510192,3
ˇLittle Huskyˇ,35.50287216,1
Teemo325,114.5537636,6
HandsomeYoungMan,142.4360103,1
charge the void,50.21728049,3
icarryok,18.21434157,4
shut up weirdo,96.43129616,2
Smashing Pies,34.28588584,4
Wılson,79.9544229,11
396,55.5243819,2
Critivity,35.81124436,3
jg 1v9,54.81223017,6
PaultA,57.50566818,9
Live for the Day,43.27596685,5
Lzxˇ,59.14323533,6
MyDaddyChokesMe ,34.27425749,5
IllIIllIlIlII,39.30220679,4
Fuzionn,69.61615884,10
Maker of Spice,59.98383614,5
1 am Trolling,47.00941891,3
Project Ripper,41.78952123,6
Lier,35.13248357,4
Hadesˉ,61.55327004,3
Symebo,13.50009485,3
I am the Jungler,85.1131291,2
Top or Petete ,39.90817191,8
Kılımanjaro,93.83196583,5
Fairy King,51.92796612,7
Eirlane,55.25496829,243
shaco,37.10672687,9
cat68,38.99239397,3
Redemptìon Arc,25.9374484,5
loers,77.67565939,5
Jarlow ,82.68276732,5
PSYCH0SISWARRI0R,32.06054058,2
Shroud Abuse,13.02553587,1
aKansper BTT,59.24952697,3
Diamond 1 Khazix,50.93925929,3
PR Trollface,29.94067037,6
sad suffering,101.2289838,4
MiddleLanePlayer,39.88475924,1
AutoFilledJungle,38.25639965,1
NABURGERFLIPPERR,55.48740431,1
MUTE ALL RANÐOMS,64.4857446,5
Something rotten,42.27998888,5
ur muted ok,94.2319227,5
Ringwayla,57.05098641,2
Phool,8.765286373,1
Shephurd,14.72516195,3
EgirlSup MidRun,125.9619184,1
ssarga,60.5953226,1
pantysniffuh,67.68078059,2
reminiscently,87.10270779,1
imagine typ1ng,88.98943642,4
Jack Frøst,95.736438,2
Hook King,24.19534103,2
got ptsd,62.68431405,1
zxc2341,111.0705377,2
prettydamndrunk,39.26942116,1
ixn,14.45964968,1
Flye,48.65118396,9
NICK BOSA,55.83685472,4
Just Róam,55.55065303,8
vkdlivu,41.85328993,2
Peachithing,51.00438829,4
SkeIly,23.33235711,3
its goofy time,60.17941893,4
Jungle Joe,36.59398245,7
nuo mi ci,58.70973367,2
yourpoin,77.65135296,1
EÏffel,26.65659245,4
Milou v2,75.39789921,4
UT Hero,54.28121863,7
SUP Zuko,39.53574073,1
Chapanya,64.51832453,11
 Moi et Toi,36.68588545,2
Computer,115.9834665,1
D4ndy God ,49.9669081,7
III XIX MMII,56.45151715,2
AAPL BAGHOLDING,13.13724145,1
ElmilløR Activoo,42.66031022,8
kreotos8,54.43206563,1
JackTheCorpse,94.13226669,2
best yasuo india,17.24728256,3
Dènzy,18.2596718,2
Kpop ADC,68.05956984,2
David Beatty,48.66402002,3
Ricky LafIeur,52.67120666,4
ImFineThankUAndU,68.05094265,1
omw EDC 2021,112.3270188,1
Børøs,67.67286028,7
o so no head,69.36552579,1
A Cute Butterfly,70.03569041,3
shrinkemz supp,43.85116187,7
MiloBramble,54.5468917,12
nid otp,55.38439924,5
Oxyclean TSRO,79.4330184,3
Gizoid,51.98658507,4
JoneI,46.05204652,4
ignisx,19.05161311,1
Ros3x,32.21675287,3
Xogmoks,49.48817038,9
Call Me Captain,66.34816155,4
SunnehBoi,96.39303361,3
Soonwiseark,77.14662917,2
YordlesKing,44.08697012,3
dylanfrisbee2008,15.78979563,3
Frog Maw,56.54306492,6
matt plz no mage,57.23579622,3
Munching Circles,47.35348622,4
iamtheyinyang,10.66263923,1
Rickyy,51.30925706,2
SK oceIote,87.79253466,5
shadowdemize,74.20384423,4
    Ritˉ,37.3368856,1
wkdehdrjs,20.98733266,1
DimDot,35.05860844,7
alane,34.57633852,3
Pahrr,99.45300421,1
Nyxsune,70.47012178,6
Thick Steak,46.46364947,6
Trickeling,62.02824985,3
Empanadïta,55.7442419,12
CDG Nostra,68.02178927,4
NoxiousTrapper,65.51033927,3
King of Diamond,35.16781243,7
iTonzo,52.03084348,5
yywue,39.92037418,2
Pickletroot,20.57221199,1
Kokoro Koishi,48.69732075,6
miss you,61.02527083,3
Yi Nan Ping,70.45088386,2
NECKMYSELFPLEASE,9.193289198,1
anon97,15.86392199,1
Kuáng xiaogou,39.82771346,5
Uga Ugá,48.24649007,3
Kuma1809,76.33123806,1
XZP,64.09624234,3
SuperValida,22.01303903,1
Loadagain,30.67150676,1
Clip Grain,34.88577933,1
IrisHuang,32.04668487,1
Max9282well,31.52934183,1
StandProud,66.26753185,3
S3T0 KAlBA,41.17175213,2
Mainiacxs,51.77386634,3
tiddy inspector ,103.8077556,2
i hate edaters,26.49526019,1
velvets,21.22600097,1
niky,48.14730403,3
Candy K,38.51666644,1
Baylín,55.21515166,18
TheKsack,123.4276561,1
Gbrl,97.28260664,1
ChokYeung,70.63124428,1
Dohms,74.4701401,1
LJ1000,134.5560315,1
CatPlays,85.38195818,1
ProGenji,41.95232097,8
RedheadWithScar,95.40039614,3
SirYaakov,46.18946831,2
Bensapp,43.82346565,1
Gank mi,116.073442,1
Ecstasyˉ,145.1178614,1
Kinro,64.4414553,8
best ivern,46.66065081,5
iVyEMyron,68.93805371,1
Regular Adc,65.93756185,2
Greville,48.15524942,3
v0rvex,67.23216389,3
RaydoxBTP,38.69675435,2
Zelo X3,53.72040597,1
CrimsonX10,43.1352749,6
Skill Displayer,58.2325221,4
Zen Zer0,59.27548639,3
Jodyz,45.10636783,8
cheicsu,42.97871838,3
rarest form,61.09409438,2
Rathian,74.6882326,3
vincent nasty,55.37025558,5
spicy ricecaker,47.13358881,1
Gloomy Shenteemo,62.80730784,5
Elo Suga Daddy,32.6398593,2
Thræsh,7.989186072,1
d123123123d,111.4063001,2
Dêku,44.38659454,7
candela,64.8176085,7
Pathetic Coomers,11.90265013,1
PogChampius ,13.88867572,1
Zaxess,8.303341071,1
ItsKindaSmall,5.986850762,1
5h1FX,9.322977133,1
Zuppet,58.10033058,1
Idestius,71.0696031,4
TrapsArntGey,92.2898993,2
Synæsthoenix,60.0022235,4
NinjaCP3,46.9469652,1
Manchuchu,25.21957779,1
Magic Spider,20.76180147,1
Mrs Brisby,23.49236205,1
Cyttorak,68.18496396,3
dWlNBaldwin,58.71710863,2
QuickDrawMcPRAH,17.3704329,1
eGirlWillDom,16.00192135,1
BroprahWinfrey,21.31514709,1
mid abuser1,48.65551856,1
xoGirlGamerXD,21.87349318,1
0ldskool,5.431612106,1
I   darebear   I,6.146017381,1
KUAI LAI SHA WO,8.503368754,1
Euuuninika,12.20989385,1
BU YAO SHA TA,11.94722349,1
Hea1sIut,55.15572993,2
disparage,110.1195155,2
Te emoo1337,41.84148008,4
MUZLULAHMACUN,44.0483734,1
15YearOldRatKid,67.03468446,1
meep in the face,31.90645007,2
VolgaGerman999,36.8714596,2
LinYuWei,55.15870169,4
Battambang,41.0849547,2
Visored,78.34763892,1
Just JayG,61.09399072,4
northernranger,51.39232114,6
Zz fish,42.69563437,3
gbreezyyyy,115.741899,1
PeachDreamer,76.86067206,2
Good Support,52.25267299,2
Wobakoff,22.21760924,4
Worstgamerftw,45.2805651,3
oSnow,57.50570873,5
UnseenFaith,55.55757412,3
Doritoslover,60.3381653,1
Jayce Gyllenhaal,34.66149609,1
Leno1,48.40318213,1
pImm,100.0179999,2
C9 Mirajane,58.21113641,3
s9 gigarandom,69.1870568,3
reksai only1,30.51616015,10
Nagisa x,29.32095947,1
Ladde,26.48751855,2
Alissa,4.573744213,1
Captain Rogers,85.14570031,1
Fiere,62.26473662,2
uDkDarnell,54.75775508,4
ICarryMyAdCarry,66.26900343,2
bot lane prince,35.41809009,3
Best Tryndora NA,57.33057124,4
Sith,59.05091718,2
Never Slacking,51.42605367,4
AmaBuri Moffle,59.34448933,3
Kanoh,26.90832057,1
vice,41.01434822,3
qieqie,51.91527965,7
            YLˇ,57.93077149,2
Man1Ac88,50.94005909,3
BigWillyHaver48,42.58381995,1
Sandroxx,30.33079153,3
Han Keon Hee,44.46946732,3
RNG X1aoMing,36.88649782,9
Sami J,33.79544775,2
biscuit diff ,96.77976024,1
Coldee,14.74371904,1
THIS lS MY WORLD,13.20991282,1
For Yue,18.20127502,1
Ráiłgun,72.55174984,2
God Cane,76.84001025,1
Heroic Being,92.13518799,3
lpp user12,29.77374168,1
Panik Darius,47.96097496,1
EK Hermes,41.27696013,1
992,44.4534279,2
draven 8D,109.2245796,1
scąr,57.09083183,6
Cult,53.79675548,23
Siproto,51.86486316,5
Kenvi,72.85256304,1
nemzje,77.83921632,2
Queen of TopLane,15.12549027,2
SUP0208,71.40315156,1
Nox Stella,62.60115845,4
häh mitä vittua,73.17056762,2
xdlmaoxdDXXD,52.46682698,1
lzxezxnzxs2ad,56.4815798,1
GG Closer,38.18037797,7
gnoeyg,39.19495863,5
Mr Bluehat,98.27333011,1
trappy the dog,80.92161474,4
Éric SalvaiI,88.07570842,2
DEATH l LOTUS,28.12546166,1
WX Arendel,53.77264038,4
PLEB KING REZZY,75.26617227,1
drill123,70.34937555,1
Zhennnnnn,9.594887496,1
Ilseee,82.21861444,1
WX18707655591,45.00856479,2
tommy1xd,24.7092706,1
Måin ADC,49.41331936,2
God of Gamblers,20.24457795,1
Tanner Bot,59.98606162,2
hang up my heart,44.85580267,2
Kanòn,29.45733004,1
       Mement,62.65609904,1
AzzaPooPoo,50.02874516,4
Singed Main,67.98784605,1
RSM ACCOUNTANT,76.88346853,2
DJ Norman,61.19523125,6
Riyul,90.91424546,1
Mr Wuss Wuss,59.72093742,1
Hïde,57.05214249,1
Noodz,58.37162131,2
Mykie,75.02786981,1
Me4funTicketPls,17.93970316,2
KAT4,25.98341357,1
SoIıtude,63.44706236,1
RARBRC,71.67751137,2
Zhi Yudong,8.8376219,1
Spice Melange,9.167485148,1
Plateezy,36.23416657,1
meong meong,31.35274396,1
Wasorii,55.12533876,1
NavoiG,55.79865778,3
Ludilue,24.79482238,1
CONVICTION703,81.98900019,1
LDR9,52.10622744,1
chrisDaSniffer,59.23289782,2
tylee96,92.65397415,1
Trickstér,34.95723055,2
maimai,38.75005296,1
Tìlts,41.36985204,2
Solm,28.79683564,3
Solodaboss,65.43871872,3
Fakierush,54.06092269,3
Evan With An I,49.5822985,4
TUMOR TEAM,89.81795169,2
Lionize,45.33681374,2
Amazed,35.15001026,1
Chiwa,28.47042632,1
Beriggeek,67.14906592,2
Yopowful,21.09363044,1
Cosmic Overseer,51.55930421,1
Nadezz,58.13119551,2
DavidDarkb,38.01697088,3
Canadian AD,92.85836534,1
Best Vi Earth,76.8695389,3
Weak Irelia,50.15756613,7
llIIlllIIIll,102.2202506,1
Gwak Bo seong,80.36029781,2
Relise,44.86843239,6
mad bored,90.44283305,2
bakex,42.08413603,1
Nubile,86.54248598,2
Hanta Sero,82.72862428,1
bot lost im not,58.09333625,1
IWantToWork4TL,89.31077186,7
Kinerja,78.03613402,3
Ren Amamïya,4.973490884,1
NineIie,62.85834048,1
1provethemWrong,51.08460354,2
AppleTreeWarrior,55.75592678,2
No Turning Back,20.88239821,1
KR Server JG,19.60138475,1
Ramiasu,24.31481142,2
KL FaithZone,71.80003394,1
AcilioN,82.36806685,6
Grosetron,30.78015312,2
Espada Pixeleada,61.1931919,5
pls just a prank,65.09170656,1
JG B0Y,39.83216046,1
Pincy,42.8125272,2
So1oisttt,58.32898204,2
ExecutionerK,87.15242479,1
ooo la la,63.79212343,2
IamDeoublelift,77.78058882,4
Kitent,65.20111027,1
XBrotheriscoolX,61.18742963,1
Toxic Jake,94.78984693,3
ttvMemeLibrarian,74.83482128,3
Utiłity,75.01008248,5
New Infinity,98.0647884,3
mr geobukseon,46.89426008,6
Enriqué,46.07851517,3
AutoLock Saber,43.45261697,1
im mizu,55.96850925,2
Lane Switch,46.86143106,5
ìmp,23.69638062,2
wonanang,23.65789583,2
LU 01 15,56.50547294,2
Rhythm66,9.112410359,1
Sea Horsee,10.24264362,3
Bason,12.9037802,1
ks3,79.94619115,2
Peeking At Chu,73.79065057,1
Fat Äshe,81.74465216,1
Goose Whisperer,42.23473138,3
saq ass,33.53211816,1
Savast,75.82765361,4
Khaiy,34.3193837,2
getting older,80.01426113,2
MANGOMANIAC,120.4036234,2
Kewlipo,84.9258041,10
Ak1habara,82.95359121,2
Soraxus Gomez,74.23565341,1
midking123,84.6540159,1
Crest of Courage,54.3874472,2
Socalled Sean,57.33084682,6
daRampager,76.68293758,1
WX aige117,18.88925896,1
TSM Kobb3,70.19851571,39
16yo Master,33.39263078,1
c0cky movement,120.9286632,1
LOW IQ BOOMER,62.67007737,1
2.83721E+15,87.39155811,2
Newk,50.56213043,2
ban no stop me,37.52867063,1
apdo4,92.34737352,4
DoubleChopsticks,83.44166735,5
tawawa,84.94822207,3
Kamen Rìder,74.52617677,1
Discovery,26.34836559,6
JINRI SHUOFA,39.83016045,4
junior of dealer,67.30307156,1
Unholy,43.43494361,2
GreasyWatermelon,60.43558319,1
Care for Me,49.32642828,2
Elayra2,48.62868482,1
Akâlï,60.76640319,4
eAJoshua,64.15446497,1
Tyler Steinkamp,133.4144361,1
Intrinsically,30.14188546,4
jordanschlansky,30.68250796,2
FullPyro,19.79655606,2
Valkrin,70.36521972,3
Carahill,68.40822822,5
